1 6203681
2 3479990
3 3278806
4 3164649
5 3072608
6 3010457
7 2959850
8 2941032
9 2937885
10 2930468
11 2920304
12 2921836
13 2912567
14 2902068
15 2902499
16 2906838
17 2899492
18 2878481
19 2930030
20 2914525
21 2928081
22 2927561
23 2910134
24 2916573
25 2904884
26 2917004
27 2892639
28 2888285
29 2905136
30 2910826
