1 6270338
2 4888443
3 4609774
4 4507088
5 4431201
6 4429806
7 4347617
8 4282064
9 4306256
10 4284787
11 4318416
12 4352145
13 4369678
14 4336380
15 4364825
16 4347462
17 4305037
18 4310988
19 4314088
20 4297155
21 4312250
22 4384443
23 4541017
24 4432950
25 4470759
26 4390374
27 4379050
28 4367255
29 4471415
30 4314210
